word,difficulty,frequency,defined_in,1gram-score,is_profane,level
rota,8,2.56,tw/wapi,0.5219683655536029,False,medium
rote,8,2.43,tw/wapi,0.7644991212653779,False,easy
rout,8,2.57,tw/wapi,0.6528998242530756,False,easy
roux,9,2.54,tw/wapi,0.48418277680140603,False,hard
rove,9,2.17,tw/wapi,0.70298769771529,False,easy
ruby,5,4.03,tw/wapi,0.4094903339191564,False,hard
ruck,9,2.2,tw/wapi,0.46660808435852374,False,hard
rude,5,4.38,tw/wapi,0.6107205623901583,False,medium
ruin,5,4.47,tw/wapi,0.507908611599297,False,medium
rule,1,4.69,tw/wapi,0.6748681898066785,False,easy
rump,8,2.96,tw/wapi,0.429701230228471,False,hard
rune,8,2.63,tw/wapi,0.7478031634446398,False,easy
rung,7,3.27,tw/wapi,0.5158172231985941,False,medium
runt,9,3.32,tw/wapi,0.648506151142355,False,medium
ruse,9,2.92,tw/wapi,0.664323374340949,False,easy
rush,3,4.53,tw/wapi,0.43233743409490333,False,hard
rusk,10,2.54,tw/wapi,0.49472759226713536,False,hard
rust,5,3.48,tw/wapi,0.5650263620386643,False,medium
sack,6,4.1,tw/wapi,0.7188049209138841,False,easy
safe,1,5.12,tw/wapi,0.8391915641476274,False,easy
sage,6,3.4,tw/wapi,0.8611599297012302,False,easy
sago,10,1.82,tw/wapi,0.6230228471001757,False,medium
said,1,6.06,tw/wapi,0.7785588752196837,False,easy
sail,4,4,tw/wapi,0.7284710017574693,False,easy
sake,3,4.9,tw/wapi,0.8532513181019332,False,easy
sale,1,4.39,tw/wapi,0.9270650263620387,False,easy
salt,3,4.34,tw/wapi,0.827768014059754,False,easy
same,1,5.68,tw/wapi,0.8954305799648506,False,easy
sand,3,4.36,tw/wapi,0.8321616871704746,False,easy
sane,6,3.56,tw/wapi,1.0,False,easy
sang,3,4.31,tw/wapi,0.7680140597539543,False,easy
sari,9,3.56,tw/wapi,0.7337434094903339,False,easy
sate,9,2.33,tw/wapi,0.9059753954305799,False,easy
save,1,5.22,tw/wapi,0.8444639718804922,False,easy
scab,8,3.2,tw/wapi,0.42706502636203864,False,hard
saki,10,3.21,tw/wapi,0.5905096660808437,False,medium
scam,5,3.79,tw/wapi,0.4543057996485062,False,hard
scan,3,3.88,tw/wapi,0.4929701230228471,False,hard
scar,6,4.04,tw/wapi,0.4402460456942004,False,hard
scat,4,2.89,tw/wapi,0.5799648506151143,False,medium
scot,9,3.39,tw/wapi,0.48066783831282955,False,hard
scry,10,2.87,tw/wapi,0.48330404217926193,False,hard
scud,10,2.63,tw/wapi,0.4007029876977153,False,hard
scum,7,4.08,tw/wapi,0.343585237258348,False,hard
scut,10,1.6,tw/wapi,0.4692442882249561,False,hard
seal,3,4.18,tw/wapi,0.6335676625659051,False,medium
seam,6,2.83,tw/wapi,0.6265377855887523,False,medium
sear,9,2.47,tw/wapi,0.6124780316344465,False,medium
seat,2,4.9,tw/wapi,0.7521968365553604,False,easy
sect,6,3.29,tw/wapi,0.6362038664323375,False,medium
self,1,4.82,tw/wapi,0.5096660808435852,False,medium
semi,3,3.66,tw/wapi,0.47978910369068545,False,hard
send,1,5.23,tw/wapi,0.679261862917399,False,easy
sent,1,5.15,tw/wapi,0.7478031634446397,False,easy
sept,8,2.78,tw/wapi,0.6115992970123023,False,medium
serf,9,2.08,tw/wapi,0.5790861159929701,False,medium
sewn,7,3.17,tw/wapi,0.51493848857645,False,medium
sexy,1,4.56,tw/wapi,0.48418277680140603,False,hard
sext,10,-1,tw/wapi,0.5729349736379614,False,medium
shag,8,3.6,tw/wapi,0.48066783831282955,False,hard
sham,7,3.36,tw/wapi,0.48769771528998246,False,hard
shaw,8,3.83,tw/wapi,0.461335676625659,False,hard
shed,4,4.14,tw/wapi,0.47363796133567665,False,hard
shew,8,1.73,tw/wapi,0.39015817223198596,False,hard
serb,10,3.05,tw/wapi,0.5913884007029877,False,medium
shia,10,2.5,tw/wapi,0.4121265377855888,False,hard
shim,9,3.02,tw/wapi,0.42970123022847095,False,hard
shin,7,3.93,tw/wapi,0.4683655536028119,False,hard
ship,1,4.85,tw/wapi,0.4411247803163445,False,hard
shit,3,5.8,tw/wapi,0.5553602811950791,True,medium
shiv,10,3.42,tw/wapi,0.3734622144112478,False,hard
shod,9,2.17,tw/wapi,0.44551845342706503,False,hard
shoe,3,4.27,tw/wapi,0.6133567662565905,False,medium
shop,1,4.87,tw/wapi,0.39982425307557123,False,hard
shan,9,3.81,tw/wapi,0.5263620386643234,False,medium
shot,2,5.26,tw/wapi,0.5140597539543058,False,medium
show,1,5.69,tw/wapi,0.3620386643233744,False,hard
shun,8,3.22,tw/wapi,0.4156414762741652,False,hard
shut,3,5.48,tw/wapi,0.5026362038664324,False,medium
sick,3,5.22,tw/wapi,0.6036906854130053,False,medium
side,1,5.31,tw/wapi,0.7478031634446398,False,easy
sift,8,2.63,tw/wapi,0.624780316344464,False,medium
sigh,5,3.86,tw/wapi,0.5140597539543058,False,medium
sign,1,5.1,tw/wapi,0.5597539543057997,False,medium
sikh,10,2.76,tw/wapi,0.5061511423550088,False,medium
silk,4,3.86,tw/wapi,0.6423550087873462,False,medium
silo,8,2.85,tw/wapi,0.5738137082601055,False,medium
silt,7,2.88,tw/wapi,0.7126537785588752,False,easy
shwa,10,-1,tw/wapi,0.31985940246045697,False,hard
sync,4,3.71,tw/wapi,0.3998242530755712,False,hard
sine,6,2.69,tw/wapi,0.8848857644991213,False,easy
sing,3,5.15,tw/wapi,0.6528998242530756,False,easy
sink,4,4.17,tw/wapi,0.7152899824253076,False,easy
sire,7,3.79,tw/wapi,0.8813708260105448,False,easy
site,1,4.51,tw/wapi,0.7908611599297012,False,easy
size,1,4.68,tw/wapi,0.7161687170474517,False,easy
skew,7,2.3,tw/wapi,0.3409490333919156,False,hard
skid,6,3.22,tw/wapi,0.437609841827768,False,hard
skim,7,2.84,tw/wapi,0.38049209138840073,False,hard
skin,1,4.7,tw/wapi,0.4191564147627417,False,hard
skip,3,4.22,tw/wapi,0.3919156414762742,False,hard
skit,8,2.67,tw/wapi,0.5061511423550088,False,medium
skua,10,-1,tw/wapi,0.31019332161687174,False,hard
slab,6,3.2,tw/wapi,0.4938488576449912,False,hard
slag,7,3.24,tw/wapi,0.5140597539543058,False,medium
slay,7,3.42,tw/wapi,0.5579964850615114,False,medium
slam,6,3.78,tw/wapi,0.5210896309314588,False,medium
slap,6,4.21,tw/wapi,0.5325131810193322,False,medium
slat,9,2.03,tw/wapi,0.6467486818980668,False,medium
slav,10,2.57,tw/wapi,0.4648506151142355,False,hard
slaw,9,2.33,tw/wapi,0.49472759226713525,False,hard
sled,7,3.33,tw/wapi,0.507029876977153,False,medium
slew,6,2.89,tw/wapi,0.42355008787346227,False,hard
slim,4,3.9,tw/wapi,0.4630931458699474,False,hard
slip,3,4.27,tw/wapi,0.4745166959578208,False,hard
slit,6,3.78,tw/wapi,0.5887521968365554,False,medium
slob,9,3.2,tw/wapi,0.39455184534270654,False,hard
sloe,10,1.6,tw/wapi,0.6467486818980669,False,medium
slog,9,2.64,tw/wapi,0.41476274165202115,False,hard
slop,9,2.98,tw/wapi,0.4332161687170475,False,hard
slot,2,3.52,tw/wapi,0.5474516695957821,False,medium
slow,2,4.86,tw/wapi,0.3954305799648507,False,hard
slug,7,3.48,tw/wapi,0.4033391915641476,False,hard
slum,8,3.24,tw/wapi,0.4103690685413005,False,hard
slur,8,2.68,tw/wapi,0.39630931458699475,False,hard
slut,3,4.32,tw/wapi,0.5360281195079086,False,medium
smog,7,2.69,tw/wapi,0.335676625659051,False,hard
smug,8,3.34,tw/wapi,0.3242530755711775,False,hard
smut,7,2.69,tw/wapi,0.45694200351493847,False,hard
snag,7,3.09,tw/wapi,0.4578207381370827,False,hard
snap,4,4.12,tw/wapi,0.476274165202109,False,hard
snip,6,2.92,tw/wapi,0.4182776801405976,False,hard
snit,10,1.97,tw/wapi,0.5325131810193322,False,medium
snob,8,3.33,tw/wapi,0.33831282952548336,False,hard
snog,10,2.36,tw/wapi,0.3585237258347979,False,hard
snot,9,3.36,tw/wapi,0.49121265377855894,False,hard
snow,2,4.61,tw/wapi,0.33919156414762747,False,hard
snub,8,2.76,tw/wapi,0.32688927943760987,False,hard
snug,7,2.94,tw/wapi,0.3471001757469245,False,hard
soak,6,3.41,tw/wapi,0.7820738137082601,False,easy
soap,4,4.18,tw/wapi,0.7381370826010545,False,easy
soar,6,3.15,tw/wapi,0.7126537785588752,False,easy
sock,5,3.73,tw/wapi,0.6660808435852373,False,easy
soda,5,4.08,tw/wapi,0.5676625659050967,False,medium
sofa,4,3.96,tw/wapi,0.5439367311072056,False,medium
soft,2,4.57,tw/wapi,0.6871704745166959,False,easy
soya,8,2.86,tw/wapi,0.5404217926186292,False,medium
soil,2,4.06,tw/wapi,0.6757469244288226,False,easy
sold,1,4.74,tw/wapi,0.7065026362038663,False,easy
sole,3,3.87,tw/wapi,0.874340949033392,False,easy
some,1,6.21,tw/wapi,0.842706502636204,False,easy
song,1,5.09,tw/wapi,0.7152899824253076,False,easy
sore,5,3.94,tw/wapi,0.9437609841827768,False,easy
sort,1,5.13,tw/wapi,0.844463971880492,False,easy
souk,10,1.9,tw/wapi,0.671353251318102,False,easy
soul,2,4.92,tw/wapi,0.6230228471001756,False,medium
soup,4,4.53,tw/wapi,0.6274165202108963,False,medium
sour,5,3.81,tw/wapi,0.6019332161687171,False,medium
sown,7,2.91,tw/wapi,0.6151142355008787,False,medium
spay,9,1.9,tw/wapi,0.4929701230228471,False,hard
span,3,3.35,tw/wapi,0.49472759226713536,False,hard
spar,8,2.81,tw/wapi,0.44200351493848855,False,hard
spat,7,3.4,tw/wapi,0.5817223198594025,False,medium
spec,4,2.87,tw/wapi,0.3374340949033392,False,hard
spew,8,2.7,tw/wapi,0.3585237258347979,False,hard
spic,10,2.77,tw/wapi,0.3506151142355009,False,hard
spik,10,1.6,tw/wapi,0.4534270650263621,False,hard
spin,3,4.13,tw/wapi,0.4367311072056239,False,hard
spit,6,4.31,tw/wapi,0.523725834797891,False,medium
spiv,10,-1,tw/wapi,0.3418277680140598,False,hard
spot,2,4.73,tw/wapi,0.4824253075571177,False,hard
spry,10,2.17,tw/wapi,0.4850615114235501,False,hard
spud,9,2.75,tw/wapi,0.4024604569420035,False,hard
spur,6,3.26,tw/wapi,0.3312829525483304,False,hard
stab,6,4.04,tw/wapi,0.42003514938488573,False,hard
stag,7,3.28,tw/wapi,0.44024604569420034,False,hard
stay,1,5.74,tw/wapi,0.48418277680140603,False,hard
star,1,4.94,tw/wapi,0.4332161687170475,False,hard
stem,3,3.43,tw/wapi,0.37609841827768015,False,hard
step,1,5.07,tw/wapi,0.3875219683655536,False,hard
stew,7,3.77,tw/wapi,0.3497363796133568,False,hard
stir,5,3.81,tw/wapi,0.37521968365553604,False,hard
stop,1,5.96,tw/wapi,0.3594024604569421,False,hard
stow,8,2.95,tw/wapi,0.3216168717047452,False,hard
stub,5,2.68,tw/wapi,0.30931458699472764,False,hard
stud,4,3.71,tw/wapi,0.3936731107205624,False,hard
stun,7,3.17,tw/wapi,0.37521968365553604,False,hard
such,1,5.56,tw/wapi,0.4929701230228472,False,hard
suck,2,4.6,tw/wapi,0.5553602811950792,True,medium
suet,9,2.54,tw/wapi,0.6704745166959578,False,easy
sufi,10,2.74,tw/wapi,0.4130052724077328,False,hard
stye,10,1.6,tw/wapi,0.5035149384885764,False,medium
suit,2,4.75,tw/wapi,0.6836555360281196,False,easy
sulk,10,3.13,tw/wapi,0.5940246045694201,False,medium
sump,8,2.12,tw/wapi,0.5184534270650265,False,medium
sung,3,4.33,tw/wapi,0.6045694200351495,False,medium
sunk,4,3.59,tw/wapi,0.6669595782073814,False,easy
sure,1,5.96,tw/wapi,0.8330404217926186,False,easy
surf,4,3.91,tw/wapi,0.5685413005272408,False,medium
swab,8,3.04,tw/wapi,0.421792618629174,False,hard
swag,8,2.69,tw/wapi,0.44200351493848855,False,hard
sway,6,3.55,tw/wapi,0.4859402460456942,False,hard
swan,7,3.7,tw/wapi,0.48769771528998246,False,hard
swap,4,3.66,tw/wapi,0.46045694200351495,False,hard
swat,8,3.67,tw/wapi,0.5746924428822496,False,medium
swig,8,3.18,tw/wapi,0.38400702987697716,False,hard
sumo,8,3.37,tw/wapi,0.49384885764499126,False,hard
swim,4,4.56,tw/wapi,0.39103690685413006,False,hard
swop,4,2.08,tw/wapi,0.36115992970123023,False,hard
swot,10,2.08,tw/wapi,0.4753954305799648,False,hard
tabi,10,1.73,tw/wapi,0.5193321616871704,False,medium
tack,6,3.24,tw/wapi,0.6511423550087874,False,easy
taco,7,3.5,tw/wapi,0.5826010544815466,False,medium
tail,3,4.34,tw/wapi,0.6608084358523727,False,easy
take,1,6.28,tw/wapi,0.7855887521968367,False,easy
tale,3,4.16,tw/wapi,0.859402460456942,False,easy
talk,1,5.88,tw/wapi,0.6898066783831283,False,easy
tame,6,3.43,tw/wapi,0.8277680140597541,False,easy
swiz,10,-1,tw/wapi,0.3347978910369069,False,hard
tamp,10,2.17,tw/wapi,0.6142355008787347,False,medium
tang,7,3.86,tw/wapi,0.7003514938488576,False,easy
tank,3,4.4,tw/wapi,0.7627416520210897,False,easy
tape,2,4.71,tw/wapi,0.7961335676625659,False,easy
taps,6,3.33,tw/wapi,0.7680140597539543,False,easy
tare,9,2.08,tw/wapi,0.9288224956063268,False,easy
tarn,10,2.24,tw/wapi,0.742530755711775,False,easy
taro,9,3.27,tw/wapi,0.6906854130052724,False,easy
tarp,8,2.75,tw/wapi,0.7152899824253076,False,easy
task,2,4.27,tw/wapi,0.679261862917399,False,easy
talc,9,2.17,tw/wapi,0.5869947275922671,False,medium
taxi,4,4.57,tw/wapi,0.49472759226713525,False,hard
teak,7,2.52,tw/wapi,0.6142355008787346,False,medium
teal,8,3.2,tw/wapi,0.5659050966608083,False,medium
team,1,5.2,tw/wapi,0.5588752196836555,False,medium
tear,4,4.39,tw/wapi,0.5448154657293497,False,medium
tech,2,4.01,tw/wapi,0.4358523725834798,False,hard
temp,4,3.33,tw/wapi,0.461335676625659,False,hard
tend,2,4.08,tw/wapi,0.6115992970123022,False,medium
tera,8,2.3,tw/wapi,0.5333919156414763,False,medium
term,1,4.37,tw/wapi,0.5509666080843585,False,medium
tern,8,2.17,tw/wapi,0.5896309314586994,False,medium
thai,5,4,tw/wapi,0.38224956063268895,False,hard
thaw,7,3.02,tw/wapi,0.3936731107205624,False,hard
then,1,6.25,tw/wapi,0.3875219683655536,False,hard
thin,3,4.34,tw/wapi,0.4007029876977153,False,hard
thor,8,3.32,tw/wapi,0.30667838312829526,False,hard
thou,3,4.28,tw/wapi,0.2688927943760985,False,hard
thud,8,3.7,tw/wapi,0.36643233743409487,False,hard
thug,6,3.69,tw/wapi,0.3022847100175747,False,hard
thus,1,4.4,tw/wapi,0.5061511423550087,False,medium
tick,5,3.97,tw/wapi,0.5360281195079087,False,medium
tide,4,3.87,tw/wapi,0.6801405975395433,False,easy
tidy,6,3.81,tw/wapi,0.4920913884007031,False,hard
tier,4,2.88,tw/wapi,0.5114235500878735,False,medium
tike,10,2.48,tw/wapi,0.6704745166959578,False,easy
tyke,10,2.5,tw/wapi,0.4578207381370827,False,hard
tile,4,3.5,tw/wapi,0.7442882249560633,False,easy
time,1,6.3,tw/wapi,0.7126537785588752,False,easy
tine,9,2.7,tw/wapi,0.8172231985940246,False,easy
ting,7,3.45,tw/wapi,0.585237258347979,False,medium
tiny,3,4.57,tw/wapi,0.6291739894551845,False,medium
type,1,4.87,tw/wapi,0.468365553602812,False,hard
typo,6,2.43,tw/wapi,0.23022847100175747,False,hard
tire,4,4.04,tw/wapi,0.8137082601054483,False,easy
tyre,6,3.4,tw/wapi,0.6010544815465729,False,medium
tied,3,4.38,tw/wapi,0.5826010544815466,False,medium
tyro,10,2.2,tw/wapi,0.36291739894551844,False,hard
toad,7,3.63,tw/wapi,0.7161687170474517,False,easy
tyne,9,2.2,tw/wapi,0.6045694200351495,False,medium
toed,3,2.66,tw/wapi,0.6449912126537786,False,medium
tofu,7,3.57,tw/wapi,0.44200351493848855,False,hard
toga,9,2.68,tw/wapi,0.49824253075571184,False,hard
toil,7,3.17,tw/wapi,0.608084358523726,False,medium
toke,8,3.13,tw/wapi,0.73286467486819,False,easy
tomb,5,3.97,tw/wapi,0.522847100175747,False,medium
tome,7,2.92,tw/wapi,0.7750439367311074,False,easy
tone,3,4.27,tw/wapi,0.8796133567662567,False,easy
toby,8,3.95,tw/wapi,0.5413005272407734,False,medium
tops,1,3.8,tw/wapi,0.7152899824253076,False,easy
tore,4,3.9,tw/wapi,0.8760984182776801,False,easy
tory,7,3.24,tw/wapi,0.6880492091388402,False,easy
torn,4,4.03,tw/wapi,0.6898066783831283,False,easy
togs,10,1.82,tw/wapi,0.7126537785588752,False,easy
tosh,10,3.17,tw/wapi,0.5641476274165202,False,medium
tour,2,4.49,tw/wapi,0.5342706502636204,False,medium
town,1,5.24,tw/wapi,0.5474516695957821,False,medium
trad,8,2.2,tw/wapi,0.5184534270650264,False,medium
tray,4,3.56,tw/wapi,0.49824253075571184,False,hard
tram,7,3.44,tw/wapi,0.4613356766256591,False,hard
trap,4,4.38,tw/wapi,0.47275922671353254,False,hard
tons,3,4.12,tw/wapi,0.851493848857645,False,easy
topi,10,2.36,tw/wapi,0.48066783831282955,False,hard
trek,5,3.44,tw/wapi,0.44551845342706503,False,hard
trig,8,2.64,tw/wapi,0.3963093145869947,False,hard
trim,4,3.58,tw/wapi,0.4033391915641476,False,hard
trio,5,3.23,tw/wapi,0.39015817223198596,False,hard
trip,2,4.92,tw/wapi,0.41476274165202115,False,hard
true,2,5.47,tw/wapi,0.5755711775043937,False,medium
tsar,9,3.33,tw/wapi,0.3550087873462215,False,hard
tuba,8,2.94,tw/wapi,0.37609841827768015,False,hard
tube,3,4,tw/wapi,0.6186291739894553,False,medium
tuck,7,3.74,tw/wapi,0.48769771528998246,False,hard
tuna,6,3.72,tw/wapi,0.5263620386643234,False,medium
tune,3,4.18,tw/wapi,0.7688927943760984,False,easy
turd,9,3.59,tw/wapi,0.5975395430579964,False,medium
turf,5,3.67,tw/wapi,0.500878734622144,False,medium
turk,9,3.64,tw/wapi,0.5957820738137083,False,medium
turn,1,5.5,tw/wapi,0.5790861159929701,False,medium
tush,9,2.76,tw/wapi,0.45342706502636204,False,hard
tusk,9,2.81,tw/wapi,0.515817223198594,False,medium
twig,8,3.23,tw/wapi,0.3163444639718805,False,hard
twin,3,4.02,tw/wapi,0.36203866432337434,False,hard
tzar,10,2.81,tw/wapi,0.3479789103690686,False,hard
ugly,4,4.71,tw/wapi,0.22759226713532515,False,hard
ulna,10,2.43,tw/wapi,0.3312829525483304,False,hard
undo,4,3.61,tw/wapi,0.14235500878734622,False,hard
unit,1,4.51,tw/wapi,0.3646748681898067,False,hard
unix,4,2.36,tw/wapi,0.19595782073813708,False,hard
urea,7,1.97,tw/wapi,0.2724077328646749,False,hard
urge,4,3.79,tw/wapi,0.44288224956063277,False,hard
uric,9,2.4,tw/wapi,0.2557117750439368,False,hard
used,1,5.54,tw/wapi,0.2548330404217926,False,hard
user,1,3.33,tw/wapi,0.1836555360281195,False,hard
utah,6,3.39,tw/wapi,0.2724077328646749,False,hard
vain,5,4.02,tw/wapi,0.6142355008787347,False,medium
vale,8,3.28,tw/wapi,0.781195079086116,False,easy
vamp,8,2.43,tw/wapi,0.5360281195079087,False,medium
vane,8,2.8,tw/wapi,0.8541300527240773,False,easy
vary,2,3.17,tw/wapi,0.6625659050966608,False,easy
vase,5,3.7,tw/wapi,0.7706502636203867,False,easy
vast,3,4.02,tw/wapi,0.6713532513181021,False,easy
veal,7,3.38,tw/wapi,0.48769771528998246,False,hard
veda,10,2.82,tw/wapi,0.32161687170474523,False,hard
veil,6,3.77,tw/wapi,0.42970123022847106,False,hard
vein,5,3.43,tw/wapi,0.4613356766256591,False,hard
veld,10,1.9,tw/wapi,0.46045694200351495,False,hard
vena,8,2.5,tw/wapi,0.45869947275922673,False,hard
vend,9,1.6,tw/wapi,0.5333919156414763,False,medium
vent,5,3.56,tw/wapi,0.6019332161687171,False,medium
verb,4,3.2,tw/wapi,0.44551845342706503,False,hard
very,1,6.11,tw/wapi,0.5096660808435852,False,medium
vest,5,3.63,tw/wapi,0.5184534270650264,False,medium
veto,6,3.36,tw/wapi,0.3690685413005273,False,hard
vial,7,3.09,tw/wapi,0.5254833040421792,False,medium
vibe,6,3.59,tw/wapi,0.5887521968365554,False,medium
vice,3,4.26,tw/wapi,0.6274165202108963,False,medium
view,1,4.67,tw/wapi,0.42091388400702995,False,hard
vile,7,3.55,tw/wapi,0.6660808435852374,False,easy
vine,6,3.34,tw/wapi,0.7390158172231988,False,easy
vino,7,2.81,tw/wapi,0.5008787346221442,False,medium
viol,9,2.02,tw/wapi,0.42618629173989464,False,hard
visa,3,3.89,tw/wapi,0.41300527240773294,False,hard
vise,8,2.45,tw/wapi,0.655536028119508,False,easy
void,2,3.69,tw/wapi,0.5799648506151143,False,medium
vole,9,2.08,tw/wapi,0.7284710017574693,False,easy
volt,5,2.67,tw/wapi,0.6291739894551845,False,medium
vote,1,4.46,tw/wapi,0.7073813708260106,False,easy
wade,7,3.71,tw/wapi,0.7697715289982426,False,easy
wadi,10,2.2,tw/wapi,0.507029876977153,False,medium
waft,10,2.43,tw/wapi,0.6467486818980669,False,medium
wage,3,3.69,tw/wapi,0.7680140597539544,False,easy
waif,10,2.03,tw/wapi,0.5887521968365554,False,medium
wail,8,3.13,tw/wapi,0.6353251318101933,False,medium
wain,10,2.02,tw/wapi,0.6669595782073814,False,easy
ways,1,4.71,tw/wapi,0.7144112478031635,False,easy
wait,2,5.91,tw/wapi,0.7539543057996485,False,easy
wake,3,5.11,tw/wapi,0.7601054481546574,False,easy
walk,2,5.3,tw/wapi,0.6643233743409491,False,easy
wand,6,3.31,tw/wapi,0.7390158172231986,False,easy
wane,8,2.4,tw/wapi,0.9068541300527242,False,easy
wank,7,3.2,tw/wapi,0.7372583479789104,False,easy
want,1,6.46,tw/wapi,0.8075571177504395,False,easy
ward,5,4.06,tw/wapi,0.7355008787346222,False,easy
wads,8,2.3,tw/wapi,0.741652021089631,False,easy
ware,5,2.84,tw/wapi,0.9033391915641477,False,easy
wary,6,3.24,tw/wapi,0.7152899824253076,False,easy
warm,2,4.74,tw/wapi,0.6783831282952549,False,easy
warn,4,4.36,tw/wapi,0.7170474516695958,False,easy
warp,6,3.31,tw/wapi,0.6898066783831284,False,easy
wart,8,2.92,tw/wapi,0.8040421792618629,False,easy
wash,3,4.71,tw/wapi,0.5913884007029878,False,medium
wasp,8,3.25,tw/wapi,0.6098418277680141,False,medium
wats,9,1.73,tw/wapi,0.7847100175746925,False,easy
wave,2,4.47,tw/wapi,0.7513181019332161,False,easy
wavy,8,2.78,tw/wapi,0.5632688927943762,False,medium
waxy,9,2.38,tw/wapi,0.5439367311072058,False,medium
weak,3,4.59,tw/wapi,0.5887521968365554,False,medium
weal,9,1.82,tw/wapi,0.5404217926186292,False,medium
wean,8,2.62,tw/wapi,0.5720562390158173,False,medium
wear,2,5,tw/wapi,0.5193321616871706,False,medium
weft,9,2.02,tw/wapi,0.49384885764499126,False,hard
weir,8,3.23,tw/wapi,0.4613356766256591,False,hard
weld,6,2.87,tw/wapi,0.5131810193321618,False,medium
welt,8,2.27,tw/wapi,0.5817223198594025,False,medium
wend,10,1.6,tw/wapi,0.5861159929701231,False,medium
west,2,4.71,tw/wapi,0.5711775043936732,False,medium
wham,9,3.24,tw/wapi,0.39455184534270654,False,hard
whey,7,2.43,tw/wapi,0.3602811950790861,False,hard
whet,8,2.4,tw/wapi,0.44903339191564146,False,hard
whig,10,1.97,tw/wapi,0.3295254833040422,False,hard
whim,7,3.42,tw/wapi,0.3365553602811951,False,hard
whin,10,-1,tw/wapi,0.37521968365553604,False,hard
whip,5,3.97,tw/wapi,0.3479789103690686,False,hard
whir,10,1.97,tw/wapi,0.32249560632688934,False,hard
whit,8,3.01,tw/wapi,0.4622144112478032,False,hard
whiz,8,3.22,tw/wapi,0.2803163444639719,False,hard
whop,10,2.12,tw/wapi,0.30667838312829526,False,hard
wick,8,3.02,tw/wapi,0.5105448154657295,False,medium
wide,1,4.43,tw/wapi,0.6546572934973639,False,easy
wife,1,5.55,tw/wapi,0.6309314586994729,False,medium
wild,2,4.73,tw/wapi,0.5509666080843585,False,medium
wily,8,2.38,tw/wapi,0.530755711775044,False,medium
wilt,6,3.13,tw/wapi,0.6195079086115993,False,medium
wind,2,4.81,tw/wapi,0.6239015817223199,False,medium
wine,2,4.84,tw/wapi,0.7917398945518455,False,easy
wing,3,4.34,tw/wapi,0.5597539543057997,False,medium
wink,6,3.4,tw/wapi,0.6221441124780317,False,medium
wino,10,2.62,tw/wapi,0.5536028119507909,False,medium
wipe,5,4.31,tw/wapi,0.655536028119508,False,easy
wire,2,4.26,tw/wapi,0.7882249560632689,False,easy
wiry,9,2.49,tw/wapi,0.6001757469244289,False,medium
wise,3,4.41,tw/wapi,0.7082601054481548,False,easy
wish,1,5.31,tw/wapi,0.476274165202109,False,hard
wisp,9,2.93,tw/wapi,0.49472759226713536,False,hard
wits,7,3.43,tw/wapi,0.6695957820738138,False,easy
woad,10,2.02,tw/wapi,0.6906854130052725,False,easy
wolf,5,4.38,tw/wapi,0.5166959578207382,False,medium
womb,6,3.8,tw/wapi,0.49736379613356774,False,hard
wonk,10,1.6,tw/wapi,0.6845342706502636,False,easy
wont,4,3.93,tw/wapi,0.7548330404217927,False,easy
word,1,5.32,tw/wapi,0.6827768014059754,False,easy
work,1,5.94,tw/wapi,0.6810193321616872,False,easy
worm,4,3.98,tw/wapi,0.6256590509666081,False,medium
worn,2,4.06,tw/wapi,0.664323374340949,False,easy
wort,8,2.57,tw/wapi,0.7513181019332161,False,easy
wrap,3,4.18,tw/wapi,0.4472759226713533,False,hard
wren,9,2.4,tw/wapi,0.40333919156414766,False,hard
writ,6,3.01,tw/wapi,0.5035149384885764,False,medium
xmas,6,2.96,tw/wapi,0.45957820738137084,False,hard
zany,8,2.4,tw/wapi,0.6432337434094904,False,medium
zarf,10,-1,tw/wapi,0.5632688927943762,False,medium
zeal,7,2.92,tw/wapi,0.4648506151142356,False,hard
zebu,10,-1,tw/wapi,0.2513181019332162,False,hard
zero,2,4.42,tw/wapi,0.4367311072056239,False,hard
zest,7,2.81,tw/wapi,0.49560632688927947,False,hard
zeta,7,3.14,tw/wapi,0.3418277680140598,False,hard
zeus,9,3.7,tw/wapi,0.5439367311072058,False,medium
zinc,4,2.88,tw/wapi,0.4437609841827768,False,hard
zing,9,2.75,tw/wapi,0.48418277680140603,False,hard
zion,9,3.09,tw/wapi,0.43497363796133576,False,hard
zone,2,4.29,tw/wapi,0.7785588752196837,False,easy
abcs,10,2.27,tw/wapi,0.40949033391915646,False,hard
avon,8,2.66,tw/wapi,0.265377855887522,False,hard
biro,10,2.2,tw/wapi,0.5878734622144113,False,medium
blog,1,3.36,tw/wapi,0.359402460456942,False,hard
bmus,10,-1,tw/wapi,0.47275922671353254,False,hard
cabg,10,-1,tw/wapi,0.562390158172232,False,medium
camo,8,2.38,tw/wapi,0.6019332161687172,False,medium
cred,8,2.45,tw/wapi,0.45957820738137084,False,hard
dork,8,3.66,tw/wapi,0.7056239015817224,False,easy
ebit,10,-1,tw/wapi,0.3567662565905097,False,hard
dmus,10,-1,tw/wapi,0.45957820738137084,False,hard
esop,10,-1,tw/wapi,0.19947275922671354,False,hard
fdic,10,-1,tw/wapi,0.24692442882249563,False,hard
fema,10,3.17,tw/wapi,0.4130052724077329,False,hard
fnma,10,-1,tw/wapi,0.2513181019332162,False,hard
